"ORIGFDCD","ORIGFDNM","ENGFDNAM","ORIGGPCD","SCINAM"
39500.00,"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)","Ice cream or sorbet or ice pop, flavoured (average)","AM",
39503.00,"Glace sur bâtonnet, enrobée de chocolat","Ice cream on stick, chocolate covered","05.8",
39505.00,"Crème dessert, appertisée (aliment moyen)","Custard dessert, canned (average)","AM",
39506.00,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned","05.7",
39507.00,"Crème glacée au chocolat","Ice cream, chocolate","05.8",
39508.00,"Glace en cornet","Ice cream in cone","05.8",
30105.00,"Saucisse de Montbéliard","Montbeliard sausage","12",
30125.00,"Saucisse alsacienne fumée ou Gendarme","Smoked Alsatian sausage","12",
30134.00,"Saucisse de Francfort","Frankfurter sausage","12",
30300.00,"Saucisson sec","Dry sausage","12",
30301.00,"Saucisson sec pur porc","Dry sausage, pork","12",
30304.00,"Rosette ou Fuseau","Rosette dry sausage","12",
30315.00,"Chorizo","Chorizo dry sausage","12",
30350.00,"Salami","Salami","12",
30700.00,"Saucisson à l'ail","Garlic sausage","12",
30730.00,"Cervelas","French saveloy","12",
30742.00,"Saucisse de Strasbourg","Strasbourg sausage","12",
30746.00,"Saucisse cocktail","Cocktail sausage","12",
30789.00,"Mortadelle","Mortadella","12",
76061.00,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)","Water, mineral, carbonated, BADOIT","22.2",
76062.00,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Water, mineral, non-carbonated, AVRA","22.2",
76064.00,"Eau minérale Caramulo, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Water, mineral, non-carbonated, CARAMULO","22.2",
76065.00,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Water, mineral, non-carbonated, CHAUDFONTAINE","22.2",
76067.00,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)","Water, mineral, non-carbonated, COURMAYEUR","22.2",
76068.00,"Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse)","Water, mineral, non-carbonated, HIGHLAND SPRING","22.2",
76070.00,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Water, mineral, non-carbonated, LUSO","22.2",
76071.00,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Water, mineral, non-carbonated, NERO","22.2",
76073.00,"Eau minérale San Benedetto, embouteillée, faiblement minéralisée (Italie)","Water, mineral, non-carbonated, SAN BENEDETTO","22.2",
76074.00,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)","Water, mineral, non-carbonated, SAN BERNARDO","22.2",
76076.00,"Eau minérale Spa-Reine, embouteillée, non gazeuse, moyennement minéralisée (Belgique)","Water, mineral, non-carbonated, SPA-REINE","22.2",
76077.00,"Eau minérale Talians, embouteillée,  non gazeuse, fortement minéralisée (Italie)","Water, mineral, non-carbonated, TALIANS","22.2",
76078.00,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Water, mineral, non-carbonated, VALVERT","22.2",
76079.00,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)","Water, mineral, non-carbonated, APOLLINARIS","22.2",
25619.00,"Salade de pâtes aux légumes, avec thon ou viande","Salad, pasta, with vegetables, tuna or meat","24",
20210.00,"Concombre, cru, pulpe","Cucumber, peeled, raw","15",
36102.00,"Caille, viande et peau, cuite","Quail, meat & skin, cooked","10",
25536.00,"Sandwich baguette, salami, beurre","Sandwich on french bread, salami and butter","26",
22508.00,"Omelette aux champignons","Omelette with mushrooms","07",
22509.00,"Omelette aux fines herbes","Omelette with herbs","07",
39236.00,"Pain perdu","French toast","05.8",
25620.00,"Guacamole","Guacamole","28.4",
25130.00,"Gratin d'endives et jambon","Witlof and ham au gratin","25.1",
25537.00,"Carpaccio de saumon","Salmon carpaccio","25.2",
25538.00,"Carpaccio de boeuf","Beef carpaccio","25.1",
25539.00,"Brochette de poisson","Kebab, fish","25.2",
25540.00,"Brochette de crevettes","Kebab, shrimp","25.2",
25541.00,"Brochette d'agneau","Kebab, lamb","25.1",
40201.00,"Langue, veau, cuite","Tongue, calf, boiled","11",
6212.00,"Boeuf, bavette, crue","Beef, flank steak, raw","09",
6202.00,"Boeuf, macreuse, crue","Beef, shoulder clod, raw","09",
31073.00,"Barre goûter frais au lait et cacao","Chocolate snack bar, milk filling, childrens'","21.4",
23007.00,"Gâteau mousse de fruits sur génoise, type miroir","Sponge cake with fruit mousse","03.1",
31074.00,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette","Chocolate, extra dark, 70% cocoa","21.4",
25550.00,"Flammenkueche ou Tarte flambée aux lardons","Flammenkueche (Alsacian ""pizza"" with bacon & cream)","25.6",
25151.00,"Feuilleté au saumon","Salmon in puff pastry","25.2",
25159.00,"Tajine de mouton","Mutton tajine","25.1",
23941.00,"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré","Mini pound cake with fruit filling","03.1",
18152.00,"Chicorée, poudre soluble","Chicory powder, instant","22.4",
18027.00,"Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme autre qu'agrumes","Water, bottled, flavoured, other than citrus","22.1",
23801.00,"Crêpe ou galette bretonne au sarrasin","Buckwheat crepe","03.1",
26040.00,"Sardine, à l'huile d'olive, conserve, égouttée","Sardine, in olive oil, canned, drained solids","13.2","Sardina pilchardus"
26231.00,"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés","Sardine, filets in olive oil, canned, drained solids","13.2","Sardina pilchardus"
27029.00,"Truite d'élevage, fumée","Trout, smoked","13.2","Salmo trutta"
26232.00,"Hareng fumé, à l'huile","Herring, smoked, in oil","13.2","Clupea harengus harengus"
26233.00,"Merlu blanc du Cap, surgelé","Cape hake, freezed","13.1","Merluccius capensis"
28504.00,"Lardon nature, cuit","Pork rashers, streaky, cooked","12",
23493.00,"Crumble aux pommes","Apple crumble","03.1",
11179.00,"Sauce pesto","Sauce, pesto","28.4",
23300.00,"Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop)","Baklava oriental pastry","03.1",
23301.00,"Corne de gazelle (pâtisserie orientale aux amandes et sirop)","Corne de gazelle oriental pastry","03.1",
18037.00,"Soda au cola, à teneur réduite en sucre","Carbonated beverage, cola, low sugar","22.1",
7113.00,"Pain de mie, multicéréale","Bread, sandwich loaf, multigrain","02.1",
18150.00,"Chicorée et café, poudre soluble","Coffee with chicory powder, instant","22.4",
20048.00,"Tomate entière, pelée, appertisée, égouttée","Tomato, peeled, canned","15",
31076.00,"Sucre allégé à l'aspartame","Sugar, low calorie","21.1",
31077.00,"Fructose","Fructose","21.1",
18019.00,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Carbonated beverage, fruit (10-50% fruit juice), sweetened","22.1",
25152.00,"Couscous à la viande","Couscous with meat","25.4",
7004.00,"Pain grillé, domestique","Bread, plain, toasted at home","02.1",
11013.00,"Moutarde","Mustard, prepared","28.4",
12830.00,"Chabichou","Chabichou goat cheese","06.1",
13040.00,"Pomélo (dit Pamplemousse), frais, pulpe","Grapefruit, pulp, raw","18.1","Citrus paradisi MacFad."
15000.00,"Amande (avec peau)","Almond","20","Prunus dulcis"
20013.00,"Chou de Bruxelles, cuit","Brussels sprout, boiled","15",
20034.00,"Oignon, cru","Onion, raw","15",
20056.00,"Champignon de Paris ou Champignon de couche, cru","Button mushroom, raw","15","Agaricus bisporus"
24999.00,"Dessert (aliment moyen)","Desert (average)","AM",
25551.00,"Beignet de viande, volaille ou poisson, fait maison","Meat, poultry or fish fritters, home made","25",
16410.00,"Beurre allégé, 60-62% MG","Butter spread, low-fat 60-62% fat","08.1",
16416.00,"Beurre léger, 39-41% MG, demi-sel","Dairy spread, 39-41% fat, salted (0,5-3%)","08.1",
39519.00,"Poire belle Hélène","Belle helene pear dessert","05.8",
19201.00,"Lait de chèvre, demi-écrémé, UHT","Goat milk, half skimmed, UHT pasteurized","05.1",
32021.00,"Céréales pour petit déjeuner ""équilibre"" nature, enrichies en vitamines et minéraux","Breakfast cereals, diet, plain, enriched","04",
32022.00,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux","Breakfast cereals, diet, with chocolat, enriched","04",
32023.00,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux","Breakfast cereals, diet, with fruit, enriched","04",
12045.00,"Reblochon","Reblochon cheese","06.1",
39209.00,"Crème caramel","Custard with caramel sauce","05.7",
13032.00,"Olive noire, entière ou dénoyautée, en saumure","Olive, ripe, in brine","28.4",
12340.00,"Spécialité fromagère non affinée","Uncured cheese product","06.9",
12341.00,"Spécialité fromagère non affinée allégée","Uncured cheese product, low-fat","06.9",
12741.00,"Fromage à pâte ferme type Maasdam","Maasdam cheese","06.5",
17630.00,"Huile de foie de morue","Oil, cod liver","08.2","Gadus morrhua"
20028.00,"Fenouil, cru","Fennel, raw","15",
5206.00,"Vin rosé 11°","Wine, rosé 11°","23.3",
18066.00,"Eau du robinet","Water, municipal","22.2",
39218.00,"Semoule au lait, rayon frais","Semolina pudding, refrigerated","05.8",
12034.00,"Fromage à pâte molle et croûte lavée (aliment moyen)","Soft-ripened cheese, washed rind (average)","AM",
12805.00,"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)","Goat cheese, fresh, from pasteurised or raw milk","06.9",
38403.00,"Biscuit apéritif, crackers, allégé en matière grasse","Cocktail biscuit, low fat","03.3",
18002.00,"Boisson cacaotée sucrée, au lait","Cocoa drink, with milk","22.1",
36030.00,"Poulet, cuisse, viande, bouilli","Chicken leg, meat, stewed","10",
7742.00,"Brioche, de boulangerie traditionnelle","Brioche, traditional bakery","02.4",
19202.00,"Lait de chèvre, entier, cru","Goat milk, whole, raw","05.1",
12832.00,"Crottin de chèvre, au lait cru","Crottin goat cheese, from raw milk","06.1",
12800.00,"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)","Goat cheese, fresh, from pasteurised milk","06.9",
12846.00,"Chevrot","Chevrot goat cheese","06.1",
12847.00,"Rocamadour","Rocamadour goat cheese","06.1",
12804.00,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)","Goat cheese, fresh, from raw milk","06.9",
25909.00,"Bouillon de viande et légumes, prêt à consommer","Broth, meat and vegetable","27.2",
25946.00,"Bouillon de viande, déshydraté reconstitué","Broth, meat, reconstituted","27.2",
18072.00,"Café décaféiné, soluble reconstitué, non sucré","Coffee, decaffeinated, instant, unsweetened","22.4",
18073.00,"Café soluble reconstitué, non sucré","Coffee, instant, reconstituted","22.4",
9570.00,"Farine de châtaigne","Chestnut flour","20",
1017.00,"Sangria","Sangria","23.5",
1018.00,"Kir (au vin blanc)","Cocktail of white wine with black current liqueur","23.5",
25542.00,"Croque-madame","Grilled cheese, ham & egg sandwich","26",
26094.00,"Turbot, cuit au four","Turbot,  broiled","13.1","Psetta maxima (Linnaeus, 1758), Rhombus maximus L."
26099.00,"Daurade grise, Dorade grise ou Griset, crue","Black (sea) bream, raw","13.1","Spondyliosoma cantharus"
26110.00,"Rouget-barbet de roche, cuit à l'étouffée","Surmullet, cooked","13.1","Mullus barbatus L., Mullus surmuletus L."
27005.00,"Perche, cuite au four","Perch, oven cooked","13.1","Perca fluviatilis (Linnaeus, 1758)"
27015.00,"Truite arc en ciel, élevage, cuite à la vapeur","Rainbow trout, steamed","13.1","Oncorhynchus mykiss"
30780.00,"Saucisse (aliment moyen)","Sausage (average)","AM",
18044.00,"Eau minérale (aliment moyen)","Water, mineral, bottled (average)","AM",
18045.00,"Eau minérale plate (aliment moyen)","Water, mineral, non-carbonated, bottled (average)","AM",
18046.00,"Eau minérale gazeuse (aliment moyen)","Water, mineral, carbonated, bottled (average)","AM",
10043.00,"Fruit de mer (aliment moyen)","Crustacean or mollusk (average)","AM",
25543.00,"Sandwich baguette (aliment moyen)","Sandwich on french bread (average)","AM",
25544.00,"Sandwich pain de mie, garnitures diverses","Sandwich on loaf bread (average)","26",
19402.00,"Crème de lait (aliment moyen)","Cream (average)","AM",
19624.00,"Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen)","Yoghurt, plain or fruit (average)","AM",
19628.00,"Yaourt ou spécialité laitière aux fruits (aliment moyen)","Yoghurt, fruit (average)","AM",
6999.00,"Viande cuite (aliment moyen)","Meat, cooked (average)","AM",
11159.00,"Sauce à la crème","Sauce, cream","28.4",
11160.00,"Sauce aux champignons","Sauce, mushroom","28.4",
11161.00,"Sauce à la crème aux épices","Sauce, cream, with spices","28.4",
11163.00,"Sauce aigre douce","Sauce, sweet and sour","28.4",
11164.00,"Sauce au vin rouge","Sauce, wine","28.4",
11165.00,"Sauce au fromage","Sauce, cheese","28.4",
11166.00,"Sauce au yaourt","Sauce, yoghurt","28.4",
8504.00,"Andouille, réchauffée à la poêle","Andouille chitterling sausage, cooked","12",
8551.00,"Andouillette, poêlée","Andouillette chitterling sausage, cooked","12",
24003.00,"Biscuit sec à teneur garantie en vitamines et minéraux","Biscuit (cookie), vitamin and mineral enriched","03.2",
6511.00,"Veau, côte, cuite","Veal chop, cooked","09",
25545.00,"Fromage pané","Cheese, breaded","25.5",
24680.00,"Biscuit moelleux fourré à l'orange et enrobé de sucre glace","Little sponge cake with orange filling, sugar iced","03.2",
2002.00,"Jus multifruit, pur jus, multivitaminé","Fruit juice, mixed, enriched","19",
36205.00,"Canard, magret, cuit à la poêle","Duck, magret, cooked in pan","10",
30155.00,"Merguez, boeuf et mouton, cuite","Merguez sausage, beef & mutton, cooked","12",
2060.00,"Nectar multifruit, multivitaminé","Fruit nectar, enriched","19",
30108.00,"Saucisse de Morteau, cuite à l'eau","Morteaux sausage, cooked","12",
30011.00,"Saucisse de Toulouse, cuite","Toulouse sausage, pure pork, cooked","12",
26179.00,"Thon germon ou Thon blanc, à l'huile d'olive, appertisé, égoutté","Tuna, albacore, canned in olive oil, drained","13.2","Thunnus alalunga"
26181.00,"Thon albacore, au naturel, appertisé, égoutté","Yellowfin tuna, canned in brine, drained","13.2","Thunnus albacares"
26187.00,"Anchois commun, mariné","Anchovy, European, in brine","13.2","Engraulis encrasicolus"
27026.00,"Tilapia du Nil, cru, élevage","Nile tilapia, raw","13.1","Oreochromis niloticus niloticus"
24016.00,"Biscuit sec avec tablette de chocolat","Biscuit (cookie) with chocolate square","03.2",
16632.00,"Matière grasse à 60%MG, allégée","Fat spread 60% fat","08.3",
16637.00,"Matière grasse à 55-60% MG, allégée, enrichie en stérols/stanols","Vegetable margarine 60% FADM, with phytosterol","08.3",
4027.00,"Pomme de terre, rissolée, surgelée","Potatoes, pan-fried, frozen, not salted","17",
19433.00,"Spécialité à base de crème légère 8% MG, fluide ou épaisse","Cream, ""light"", 8% fat, thick or fluid","05.3",
25548.00,"Pizza jambon fromage champignons ou Pizza royale","Pizza, cheese and mushrooms","25.6",
25549.00,"Crêpe fourrée béchamel fromage","Crepe, stuffed with cheese","25.6",
25134.00,"Tajine poulet et semoule","Chicken tajine, with semolina","25.1",
25135.00,"Pâtes à la carbonara (spaghetti, tagliatelles…)bi","Pasta with carbonara sauce","25.4",
25137.00,"Tartiflette","Tartiflette","25.5",
25138.00,"Couscous au poulet","Couscous with chicken","25.4",
25146.00,"Poisson (colin d'Alaska) sauce oseille","Fish in sorrel sauce","25.2",
31070.00,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette","Chocolate, dark-, with with nuts and raisins","21.4",
31071.00,"Barre chocolatée aux fruits secs","Chocolate candy bar with nut-caramel filling","21.4",
13008.00,"Cerise, fraîche","Cherry, raw","18.1","Prunus avium"
13096.00,"Abricot au sirop léger, appertisé","Apricot, canned in light syrup","18.3",
20038.00,"Pissenlit, cru","Dandelion leaves, raw","15",
20101.00,"Légumes, mélange surgelé","Vegetables, mixed, frozen","15",
25154.00,"Gratin de poisson et purée ou Brandade","Fish brandade","25.2",
31030.00,"Chocolat noir, à 70% cacao, extra, dégustation, sans sucres ajoutés, édulcoré, tablette","Chocolate, extra dark, 70% cocoa, sugar free, artificial sweeneners","21.4",
25553.00,"Tourte aux poireaux","Leek pie","25.6",
25554.00,"Tarte provençale à la tomate","Tomato pie","25.6",
25555.00,"Tarte saumon et oseille","Salmon and sorrel quiche","25.6",
28460.00,"Porc, escalope de jambon, crue","Pork, scallop, raw","09",
16727.00,"Matière grasse à 55-60% MG, allégée, riche en oméga 3 et 6","Fat spread 55-60% fat, rich in omega 3 & 6 fatty acids","08.3",
16728.00,"Matière grasse à 35% MG, légère, enrichie en stérols/stanols","Fat spread 35% fat, fortified with sterols/stanols","08.3",
7407.00,"Pain grillé suédois au froment","Swedish toasts, golden wheat","02.3",
7410.00,"Tartine craquante, extrudée et grillée","Rusk, extruded","02.3",
7411.00,"Tartine craquante, extrudée et grillée, fourrée au chocolat ou aux fruits","Biscuit, extruded, chocolate or fruit filling","03.2",
24010.00,"Biscuit sec, avec matière grasse végétale","Biscuit (cookie), plain","03.2",
18049.00,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Carbonated beverage, fruit (<10% fruit juice), sweetened","22.1",
18351.00,"Boisson énergisante","Energy drink","22.1",
20049.00,"Maïs doux, en épis, cuit","Sweet corn on cob, boiled","15",
76011.00,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)","Water, mineral, non-carbonated, CHAMBON","22.2",
76015.00,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Water, mineral, non-carbonated, CLOS DE L'ABBAYE","22.2",
76018.00,"Eau minérale Didier, embouteillée, gazeuse, moyennement minéralisée (Martinique)","Water, mineral, carbonated, DIDIER","22.2",
76026.00,"Eau minérale Miers-Alvignac, embouteillée, non gazeuse, fortement minéralisée (Alvignac, 46)","Water, mineral, non-carbonated, MIERS-ALVIGNAC","22.2",
76033.00,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","Water, mineral, non-carbonated, PROPIAC","22.2",
76036.00,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)","Water, mineral, carbonated, REINE DES BASALTES","22.2",
76039.00,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)","Water, mineral, carbonated, SALVETAT","22.2",
76042.00,"Eau minérale St-Alban Cesar, embouteillée, gazeuse, fortement minéralisée (St-Alban, 42)","Water, mineral, carbonated, ST-ALBAN CESAR","22.2",
76048.00,"Eau minérale St-Martial, embouteillée, non gazeuse, faiblement minéralisée (St-Martin le Redon, 46)","Water, mineral, non-carbonated, ST-MARTIAL","22.2",
76051.00,"Eau minérale Vals St-Jean, embouteillée, gazeuse, faiblement minéralisée (Vals, 07)","Water, mineral, carbonated, VALS ST-JEAN","22.2",
76054.00,"Eau minérale Vernet, embouteillée, gazeuse, moyennement minéralisée (Prades, 07)","Water, mineral, carbonated, VERNET","22.2",
27000.00,"Anguille, cuite au four","Eel, oven cooked","13.1","Anguilla anguilla (Linnaeus, 1758)"
31000.00,"Barre chocolatée biscuitée","Chocolate candy bar with biscuit-caramel filling","21.4",
31007.00,"Chewing-gum, sucré","Chewing gum","21.3",
31025.00,"Sorbet","Sherbert","05.8",
31042.00,"Cacahuètes enrobées de chocolat dragéifiées","Chocolate-covered peanuts","21.4",
32018.00,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux","Breakfast cereals, with filling (no chocolate), enriched","04",
32131.00,"Riz soufflé au chocolat, enrichi en vitamines et minéraux","Breakfast cereals, puffed rice, chocolate, enriched","04",
39200.00,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated","05.7",
39208.00,"Viennois ou liégeois, chocolat, café, caramel ou vanille, rayon frais","Chocolate custard, topped with whipped cream","05.7",
39224.00,"Crème dessert allégée en matière grasse, rayon frais","Custard dessert, low fat, refrigerated","05.7",
25948.00,"Bouillon de légumes, déshydraté reconstitué","Broth, vegetable, reconstituted","27.2",
24002.00,"Biscuit sec à teneur garantie en vitamines","Biscuit (cookie), vitamin enriched","03.2",
16712.00,"Matière grasse laitière à 25% MG, légère, à tartiner","Dairy spread 25% fat","08.1",
26072.00,"Bar commun ou Loup, cru","Sea bass, raw","13.1","Dicentrachus labrax (Linnaeus, 1758), Morone labrax L."
16411.00,"Beurre allégé, 60-62% MG, demi-sel","Butter spread, low-fat 60-62% fat, salted (0,5-3%)","08.1",
19614.00,"Spécialité laitière ou yaourt au lait entier, avec crème, aromatisée, sucrée","Yoghurt, wholemilk, with cream, flavoured","05.4",
5010.00,"Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)","23.1",
27007.00,"Truite, cuite à la vapeur","Trout, steamed","13.1","Salmo trutta forma fario (L.)"
18065.00,"Boisson au thé, aromatisée, ""light""","Tea flavoured beverage, light","22.1",
5001.00,"Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)","23.1",
13067.00,"Citron vert ou Lime, frais, pulpe","Lime, pulp","18.1","Citrus aurantiifolia (Christm.) Swingle."
13125.00,"Citron, zeste","Lemon peel, raw","18.1","Citrus limon (L.)Burm.f."
17220.00,"Huile de noix","Oil, walnut","08.4","Juglans regia"
20127.00,"Pourpier, cru, feuilles","Purslane, leaf, raw","15","Portulaca oleracea L."
26036.00,"Saumon, cru, élevage","Salmon, farmed, raw","13.1","Salmo salar Linneaeus, 1758"
26081.00,"Lotte ou Baudroie, grillée","Anglerfish or Monkfish, grilled","13.1","Lophius piscatorius Linnaeus, 1758"
26095.00,"Merlan, cru","Whiting, raw","13.1","Melangius merlangus merlangus Linnaeus, 1758"
27002.00,"Brochet, cuit au four","Pike, oven cooked","13.1","Esox lucius Linnaeus, 1758"
76057.00,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)","Water, mineral, non-carbonated, VOLVIC","22.2",
76060.00,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)","Water, mineral, carbonated, PERRIER","22.2",
76063.00,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)","Water, mineral, non-carbonated, BECKERICH","22.2",
76066.00,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)","Water, mineral, non-carbonated, CHRISTINEN BRUNEN","22.2",
76069.00,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)","Water, mineral, non-carbonated, LEVISSIMA","22.2",
76072.00,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Water, mineral, non-carbonated, PENACOVA","22.2",
76075.00,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)","Water, mineral, carbonated, SAN PELLEGRINO","22.2",
19630.00,"Yaourt au lait entier, avec crème, aux pépites ou copeaux de chocolat, sucré","Yoghurt, wholemilk, with cream and chocolate chips","05.4",
25922.00,"Soupe exotique chinoise","Soup, chinese","27.1",
25162.00,"Gratin de légumes","Vegetables au gratin","25.3",
25438.00,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)","Brik pastry, filled (vegetables, shrimp or meat)","25",
25163.00,"Boeuf, boulettes cuites","Beef, meat balls, cooked","25.1",
12356.00,"Snack pour enfants à base de fromage fondu et de gressins","Processed cheese snack with breadsticks, for children","06.8",
20495.00,"Légume en purée, sans pomme de terre, sans sel (aliment moyen)","Vegetable (except potato), pureed, without salt (average)","AM",
5210.00,"Vin (aliment moyen)","Wine (average)","AM",
19502.00,"Fromage blanc ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)","Quark, flavoured or fruit (average)","AM",
39511.00,"Crème dessert, rayon frais ou appertisée (aliment moyen)","Custard dessert, refrigerated or canned (average)","AM",
1010.00,"Pastis, prêt à boire (1+ 5)","Anis spirit, diluted (1+5)","23.5",
7814.00,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)","Savoury cake (with cheese, vegetables, meat or fish)","02.4",
13026.00,"Melon, frais, pulpe","Melon, raw","18.1",
13045.00,"Raisin noir, frais","Grape, red, raw","18.1",
4102.00,"Patate douce, cuite","Sweet potato, cooked","17",
10003.00,"Coquille Saint-Jacques, noix et corail, crue","Great Atlantic scallop, with coral, raw","14.1","Pecten maximus, Pecten jacobus"
10008.00,"Escargot, cru","Snail, raw","14.1",
11081.00,"Epice (aliment moyen)","Spice (average)","AM",
2008.00,"Cocktail sans alcool (à base de jus de fruits et de sirop)","Cocktail, alcohol-free","23.5",
25172.00,"Viande en sauce (aliment moyen)","Meat in sauce (average)","AM",
25173.00,"Veau, escalope panée, cuite","Veal cutlet, breaded, cooked","25.1",
11184.00,"Sauce (aliment moyen)","Sauce (average)","AM",
15040.00,"Fruits séchés et graines oléagineuses (aliment moyen)","Dried fruit or nuts (average)","AM",
16412.00,"Beurre allégé (aliment moyen)","Butter spread, low-fat (average)","AM",
4019.00,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","Mashed potatoes, prepared from flakes, with milk and water, not salted","17",
20700.00,"Légume sec, cuit (aliment moyen)","Legume, cooked (average)","AM",
13997.00,"Fruits rouges, frais (framboises, fraises, groseilles, cassis)","Berries, fresh (average)","18.1",
30900.00,"Charcuterie (aliment moyen)","Cured meat and sausages (average)","AM",
36900.00,"Volaille, cuite (aliment moyen)","Poultry, cooked (average)","AM",
23821.00,"Crêpe au froment, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes","Crepe, filled with chocolate","03.1",
25509.00,"Fondue savoyarde","Cheese fondu","25.5",
25067.00,"Osso buco à la milanaise","Veal osso buco","25.1",
25531.00,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise","Sandwich on french bread, turkey, lettuce & tomato, mayonnaise","26",
25535.00,"Sandwich baguette, merguez, ketchup moutarde","Sandwich on french bread, sausage, ketchup & mustard","26",
13109.00,"Compote de fruits divers, allégée","Stewed fruits, low sugar","18.3",
25520.00,"Sandwich baguette, saucisson sec, beurre","Sandwich on french bread, dry sausage and butter","26",
11157.00,"Sauce moutarde","Sauce, mustard","28.4",
11162.00,"Sauce à la crème aux herbes","Sauce, cream, with herbs","28.4",
24686.00,"Génoise sèche fourrée aux fruits et nappée de chocolat","Biscuit (cookie), with fruit filling, chocolate-topped","03.2",
25900.00,"Soupe aux lentilles, tout type","Soup, lentil","27.1",
20499.00,"Légume cuit (aliment moyen)","Vegetable, cooked (average)","AM",
9081.00,"Blé dur précuit, grains entiers, cuit","Wheat, whole grain, precooked, boiled","01.2",
4021.00,"Pomme de terre dauphine, cuite","Dauphine potatoes, cooked, with salt","17",
5002.00,"Bière forte (>8° alcool)","Beer, strong  (>8° alcohol)","23.1",
6101.00,"Boeuf, braisé","Beef, braised","09",
10016.00,"Seiche, crue","Cuttlefish, raw","14.1","Sepia officinalis, Sepia spp."
11001.00,"Bouillon de boeuf, déshydraté","Broth or bouillon, beef, dehydrated","27.9",
11054.00,"Mayonnaise (70% MG min.)","Mayonnaise","28.4",
12006.00,"Camembert au lait cru","Camembert from raw milk","06.1",
12025.00,"Carré de l'Est","Carré de l'Est cheese","06.1",
12048.00,"Rouy","Rouy  cheese","06.1",
12110.00,"Comté","Comté cheese","06.6",
12310.00,"Fromage fondu en portions ou en cubes environ 22% MG","Processed cheese 45% fidm, 22% fat","06.8",
12520.00,"Fromage bleu au lait de vache","Blue cheese","06.3",
12723.00,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole cheese","06.5",
